,name,population,area,latitude,longitude,temperature,density
619,Gresham,105594.0,59.5697263,45.503611111111,-122.43944444443999,17.603825136612024,1772.6118039927942
620,High Point,104371.0,205.3,35.970555555556004,-79.9975,22.42396694214876,508.3828543594739
621,Antioch,102372.0,75.324624,38.005,-121.80583333333,24.10922619047619,1359.0774777714125
622,Inglewood,109673.0,23.550761,33.9575,-118.34611111111,23.15671232876712,4656.877117474038
623,Cambridge,107289.0,18.47,42.375,-71.106111111111,16.18415300546448,5808.825121819166
624,Lowell,109945.0,37.7,42.639444444443996,-71.314722222222,16.14129213483146,2916.3129973474797
625,Manchester,109565.0,90.6,42.99083333333299,-71.463611111111,15.073150684931509,1209.3267108167772
626,Billings,104170.0,112.72,45.786666666667,-108.53722222222,16.6275956284153,924.1483321504613
627,Pueblo,106595.0,117.58546,38.266944444444,-104.62027777778,21.481967213114753,906.5321511690306
628,Palm Bay,103190.0,178.3,27.997922222221998,-80.670008333333,29.13053221288515,578.7436904094222
630,Richmond,103701.0,135.923,37.935833333333,-122.34777777778,19.801176470588235,762.9393112276804
631,Ventura,106433.0,83.125668,34.275,-119.22777777778,21.46198347107438,1280.3867031781326
632,Pompano Beach,99845.0,65.8,26.234722222222,-80.125555555556,28.659615384615385,1517.401215805471
633,North Charleston,97471.0,198.5,32.885277777778,-80.016944444444,25.88688524590164,491.03778337531486
634,Everett,103019.0,125.0,47.963333333333,-122.20055555556002,16.935526315789474,824.152
635,Waterbury,110366.0,75.0,41.558333333333,-73.036944444444,17.67900552486188,1471.5466666666666
636,West Palm Beach,104031.0,150.737308,26.709722222222,-80.064166666667,28.88060109289618,690.1476574067516
637,Boulder,97385.0,66.5,40.019444444444,-105.29277777778,19.805464480874317,1464.436090225564
638,West Covina,106098.0,41.672908,34.056666666667,-117.91861111111,28.41958762886598,2545.970633966797
639,Broken Arrow,98850.0,118.103457,36.036388888889,-95.78361111111099,23.968306010928963,836.9780403633739
640,Clovis,95631.0,60.289743,36.825277777778,-119.70305555556001,26.031693989071037,1586.1902081752114
641,Daly City,101123.0,19.849668,37.686388888889,-122.46833333333001,16.908823529411766,5094.442889422634
642,Lakeland,100710.0,192.695115,28.041111111111,-81.95888888888899,29.4,522.6390923298704
644,Norwalk,105549.0,25.243,33.906944444444,-118.08333333333,26.076502732240435,4181.317592996078
645,Sandy Springs,101908.0,101.009536,33.9375,-84.36861111111101,24.12431693989071,1008.8948433541958
646,Hillsboro,91611.0,62.0,45.523055555556,-122.98833333333,17.92409972299169,1477.5967741935483
647,Green Bay,104057.0,144.94,44.513333333332994,-88.01583333333299,13.63013698630137,717.9315578860218
648,Tyler,96900.0,140.833193,32.35,-95.3,26.059289617486336,688.0480228833554
649,Wichita Falls,104553.0,183.1,33.896944444443996,-98.515,25.189344262295084,571.015838339705
650,Lewisville,95290.0,109.996795,33.0383,-97.0061,25.260693641618495,866.2979680453417
651,Burbank,103340.0,45.011403,34.180277777778,-118.32833333333001,26.243715846994537,2295.862672843146
652,Greeley,92889.0,77.7,40.416666666667,-104.7,20.219945355191257,1195.4826254826255
653,San Mateo,97207.0,41.139371,37.554166666667,-122.31305555556001,19.32431693989071,2362.8703511290923
654,El Cajon,99478.0,37.381298,32.798333333333,-116.96,26.069945355191255,2661.170299650911
656,Rialto,99171.0,57.926,34.111388888888996,-117.3825,24.887637362637363,1712.0291406276974
657,Davenport,102157.0,168.56,41.543055555556,-90.590833333333,17.086111111111112,606.0571903179876
658,League City,83560.0,137.3,29.499722222221997,-95.08972222222201,26.23196721311475,608.5943190094682
661,Las Cruces,97618.0,198.5,32.319722222222,-106.76527777778,26.285245901639342,491.77833753148616
662,South Bend,101168.0,108.47,41.6725,-86.25527777777799,15.884931506849316,932.6818475154421
663,Vista,93834.0,48.377,33.193611111111004,-117.24111111111,23.347540983606557,1939.640738367406
664,Renton,90927.0,60.97,47.486666666667006,-122.19527777777999,17.420218579234973,1491.3400032803017
665,San Angelo,93200.0,150.9,31.45,-100.45,26.95136612021858,617.6275679257786
667,San Juan,355074.0,199.429084,18.45,-66.066666666667,30.85491329479769,1780.452443937415
670,Ponce,149028.0,501.421698,18.0,-66.616666666667,30.85491329479769,297.21091168256544
